,stock,avg_volume,volatility,pc_change,trend_consistency,avg_close,avg_open,avg_high,avg_low
0,ABNB,6087792.5735735735,3.0264444923206817,0.11713213213213214,1.0555555555555556,140.09353353353353,139.9980750750751,142.8113856856857,137.3001158158158
1,ACGL,1996578.9745627982,6.585176288586111,0.009950715421303637,1.110738255033557,57.47648648648649,57.47605969793323,58.1039600953895,56.847146104928456
2,CME,1696314.8545310015,1.6186855659809098,-0.010443561208267083,1.035598705501618,199.26338632750398,199.29864515103338,201.27138434022257,197.18727106518284
3,COIN,11041652.793442624,10.1716915086055,0.13228306010928959,0.9719827586206896,155.60445901639346,155.77944928961747,160.77782295081968,150.74931398907103
4,CSGP,2419367.018282989,2.098566319360304,-0.024024642289348155,0.938366718027735,77.34773290937997,77.39025985691573,78.36775063593004,76.32099228934817
5,HBANM,14064.867834394905,1.6036344048326168,0.06828480509148765,1.0674342105263157,23.854577565632457,23.841166825775655,24.026831980906923,23.64975568814638
6,NDAQ,2593022.043720191,3.2590652217802933,0.02663593004769475,1.1001669449081803,54.49641971383148,54.48965747217807,55.01377877583465,53.952734419713835
7,TROW,1374065.193163752,3.561589463377099,-0.02523131955484897,1.0455284552845527,134.0918044515103,134.15174181240064,135.71936057233705,132.44148219395868
8,TW,807857.8712241653,4.220237967751275,0.032996820349761535,1.0063795853269537,78.49238871224165,78.48045675675675,79.47121144674085,77.47029618441971
9,WTW,825710.0604133545,1.9470648137579094,0.06033942766295706,1.062295081967213,229.42188394276633,229.30862941176468,231.73966057233704,227.03589721780605
